Subject,Start Date,Start Time,End Date,End Time,All day Event,Description
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,17/04/2026,10:00:00 a.m.,17/04/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,20/04/2026,4:00:00 p.m.,20/04/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,20/04/2026,2:00:00 p.m.,20/04/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,20/04/2026,8:00:00 a.m.,20/04/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,21/04/2026,4:00:00 p.m.,21/04/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,21/04/2026,7:00:00 a.m.,21/04/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,21/04/2026,2:00:00 p.m.,21/04/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,22/04/2026,4:00:00 p.m.,22/04/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,22/04/2026,2:00:00 p.m.,22/04/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,22/04/2026,10:00:00 a.m.,22/04/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,22/04/2026,12:00:00 p.m.,22/04/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,23/04/2026,2:00:00 p.m.,23/04/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,24/04/2026,7:00:00 a.m.,24/04/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,24/04/2026,4:00:00 p.m.,24/04/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,24/04/2026,12:00:00 p.m.,24/04/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,24/04/2026,10:00:00 a.m.,24/04/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,27/04/2026,4:00:00 p.m.,27/04/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,27/04/2026,2:00:00 p.m.,27/04/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,27/04/2026,8:00:00 a.m.,27/04/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,28/04/2026,4:00:00 p.m.,28/04/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,28/04/2026,7:00:00 a.m.,28/04/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,28/04/2026,2:00:00 p.m.,28/04/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,29/04/2026,4:00:00 p.m.,29/04/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,29/04/2026,2:00:00 p.m.,29/04/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,29/04/2026,10:00:00 a.m.,29/04/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,29/04/2026,12:00:00 p.m.,29/04/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,30/04/2026,2:00:00 p.m.,30/04/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,01/05/2026,7:00:00 a.m.,01/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,01/05/2026,4:00:00 p.m.,01/05/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,01/05/2026,12:00:00 p.m.,01/05/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,01/05/2026,10:00:00 a.m.,01/05/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,04/05/2026,4:00:00 p.m.,04/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,04/05/2026,2:00:00 p.m.,04/05/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,04/05/2026,8:00:00 a.m.,04/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,05/05/2026,4:00:00 p.m.,05/05/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,05/05/2026,7:00:00 a.m.,05/05/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,05/05/2026,2:00:00 p.m.,05/05/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,06/05/2026,4:00:00 p.m.,06/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,06/05/2026,2:00:00 p.m.,06/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,06/05/2026,10:00:00 a.m.,06/05/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,06/05/2026,12:00:00 p.m.,06/05/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,07/05/2026,2:00:00 p.m.,07/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,08/05/2026,7:00:00 a.m.,08/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,08/05/2026,4:00:00 p.m.,08/05/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,08/05/2026,12:00:00 p.m.,08/05/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,08/05/2026,10:00:00 a.m.,08/05/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,11/05/2026,4:00:00 p.m.,11/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,11/05/2026,2:00:00 p.m.,11/05/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,11/05/2026,8:00:00 a.m.,11/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,12/05/2026,4:00:00 p.m.,12/05/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,12/05/2026,7:00:00 a.m.,12/05/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,12/05/2026,2:00:00 p.m.,12/05/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,13/05/2026,4:00:00 p.m.,13/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,13/05/2026,2:00:00 p.m.,13/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,13/05/2026,10:00:00 a.m.,13/05/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,13/05/2026,12:00:00 p.m.,13/05/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,14/05/2026,2:00:00 p.m.,14/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,15/05/2026,7:00:00 a.m.,15/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,15/05/2026,4:00:00 p.m.,15/05/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,15/05/2026,12:00:00 p.m.,15/05/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,15/05/2026,10:00:00 a.m.,15/05/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,18/05/2026,4:00:00 p.m.,18/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,18/05/2026,2:00:00 p.m.,18/05/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,18/05/2026,8:00:00 a.m.,18/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,19/05/2026,4:00:00 p.m.,19/05/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,19/05/2026,7:00:00 a.m.,19/05/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,19/05/2026,2:00:00 p.m.,19/05/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,20/05/2026,4:00:00 p.m.,20/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,20/05/2026,2:00:00 p.m.,20/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,20/05/2026,10:00:00 a.m.,20/05/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,20/05/2026,12:00:00 p.m.,20/05/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,21/05/2026,2:00:00 p.m.,21/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,22/05/2026,7:00:00 a.m.,22/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,22/05/2026,4:00:00 p.m.,22/05/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,22/05/2026,12:00:00 p.m.,22/05/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,22/05/2026,10:00:00 a.m.,22/05/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,25/05/2026,4:00:00 p.m.,25/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,25/05/2026,2:00:00 p.m.,25/05/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,25/05/2026,8:00:00 a.m.,25/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,26/05/2026,4:00:00 p.m.,26/05/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,26/05/2026,7:00:00 a.m.,26/05/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,26/05/2026,2:00:00 p.m.,26/05/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,27/05/2026,4:00:00 p.m.,27/05/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,27/05/2026,2:00:00 p.m.,27/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,27/05/2026,10:00:00 a.m.,27/05/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,27/05/2026,12:00:00 p.m.,27/05/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,28/05/2026,2:00:00 p.m.,28/05/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,29/05/2026,7:00:00 a.m.,29/05/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,29/05/2026,4:00:00 p.m.,29/05/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,29/05/2026,12:00:00 p.m.,29/05/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,29/05/2026,10:00:00 a.m.,29/05/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,01/06/2026,4:00:00 p.m.,01/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,01/06/2026,2:00:00 p.m.,01/06/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,01/06/2026,8:00:00 a.m.,01/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,02/06/2026,4:00:00 p.m.,02/06/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,02/06/2026,7:00:00 a.m.,02/06/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,02/06/2026,2:00:00 p.m.,02/06/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,03/06/2026,4:00:00 p.m.,03/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,03/06/2026,2:00:00 p.m.,03/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,03/06/2026,10:00:00 a.m.,03/06/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,03/06/2026,12:00:00 p.m.,03/06/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,04/06/2026,2:00:00 p.m.,04/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,05/06/2026,7:00:00 a.m.,05/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,05/06/2026,4:00:00 p.m.,05/06/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,05/06/2026,12:00:00 p.m.,05/06/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,05/06/2026,10:00:00 a.m.,05/06/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,08/06/2026,4:00:00 p.m.,08/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,08/06/2026,2:00:00 p.m.,08/06/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,08/06/2026,8:00:00 a.m.,08/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,09/06/2026,4:00:00 p.m.,09/06/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,09/06/2026,7:00:00 a.m.,09/06/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,09/06/2026,2:00:00 p.m.,09/06/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,10/06/2026,4:00:00 p.m.,10/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,10/06/2026,2:00:00 p.m.,10/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,10/06/2026,10:00:00 a.m.,10/06/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,10/06/2026,12:00:00 p.m.,10/06/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,11/06/2026,2:00:00 p.m.,11/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,12/06/2026,7:00:00 a.m.,12/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,12/06/2026,4:00:00 p.m.,12/06/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,12/06/2026,12:00:00 p.m.,12/06/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,12/06/2026,10:00:00 a.m.,12/06/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,15/06/2026,4:00:00 p.m.,15/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,15/06/2026,2:00:00 p.m.,15/06/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,15/06/2026,8:00:00 a.m.,15/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,16/06/2026,4:00:00 p.m.,16/06/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,16/06/2026,7:00:00 a.m.,16/06/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,16/06/2026,2:00:00 p.m.,16/06/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,17/06/2026,4:00:00 p.m.,17/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,17/06/2026,2:00:00 p.m.,17/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,17/06/2026,10:00:00 a.m.,17/06/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,17/06/2026,12:00:00 p.m.,17/06/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,18/06/2026,2:00:00 p.m.,18/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,19/06/2026,7:00:00 a.m.,19/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,19/06/2026,4:00:00 p.m.,19/06/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,19/06/2026,12:00:00 p.m.,19/06/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,19/06/2026,10:00:00 a.m.,19/06/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,22/06/2026,4:00:00 p.m.,22/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,22/06/2026,2:00:00 p.m.,22/06/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,22/06/2026,8:00:00 a.m.,22/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,23/06/2026,4:00:00 p.m.,23/06/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,23/06/2026,7:00:00 a.m.,23/06/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,23/06/2026,2:00:00 p.m.,23/06/2026,4:00:00 p.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,24/06/2026,4:00:00 p.m.,24/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,24/06/2026,2:00:00 p.m.,24/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA305    Grupo: 1   ,24/06/2026,10:00:00 a.m.,24/06/2026,12:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P214    Grupo: 3   ,24/06/2026,12:00:00 p.m.,24/06/2026,2:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,25/06/2026,2:00:00 p.m.,25/06/2026,4:00:00 p.m.,FALSE,
TRANSMISION DE DATOS  Aula: RA302    Grupo: 1   ,26/06/2026,7:00:00 a.m.,26/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,26/06/2026,4:00:00 p.m.,26/06/2026,6:00:00 p.m.,FALSE,
ADMINISTRACION  Aula: P302    Grupo: 3   ,26/06/2026,12:00:00 p.m.,26/06/2026,2:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,26/06/2026,10:00:00 a.m.,26/06/2026,12:00:00 p.m.,FALSE,
ELECTIVA III  Aula: L302    Grupo: 1   ,29/06/2026,4:00:00 p.m.,29/06/2026,6:00:00 p.m.,FALSE,
INGLES V  Aula: R110    Grupo: 18   ,29/06/2026,2:00:00 p.m.,29/06/2026,4:00:00 p.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,29/06/2026,8:00:00 a.m.,29/06/2026,10:00:00 a.m.,FALSE,
ELECTIVA IV  Aula: P105    Grupo: 1   ,30/06/2026,4:00:00 p.m.,30/06/2026,6:00:00 p.m.,FALSE,
LENGUAJES FORMALES  Aula: L309    Grupo: 2   ,30/06/2026,7:00:00 a.m.,30/06/2026,10:00:00 a.m.,FALSE,
BASES DE DATOS II  Aula: P106    Grupo: 2   ,30/06/2026,2:00:00 p.m.,30/06/2026,4:00:00 p.m.,FALSE,
